# SHOT START
# legend_version=4
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_capture_enabled_cfg = 1 when MCPWM capture is enabled by configuration
# tach_capture_init_ok = 1 when MCPWM capture initialized successfully
# tach_capture_active = 1 after MCPWM capture has observed events in this run
# tach_capture_event_count = number of capture ISR events seen since last reset
# tach_capture_last_period_us = most recent MCPWM capture period converted to microseconds
# tach_capture_last_edge = last capture edge enum reported by MCPWM
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_capture_enabled_cfg,tach_capture_init_ok,tach_capture_active,tach_capture_event_count,tach_capture_last_period_us,tach_capture_last_edge,tach_timeout
115888,9.001,9.000,9.000,9.000,9.000,9.000,0.000,65.06,0.6506,4.125,4.125,65.06,65.06,0.00,0,0,-3.25297,65.06,65.06,0.00,0,0,65.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.02,65.02,-0.00,9.000,9.000,4.120,4.125,0.001,-0.000,0.000,65.06,65,-0.2785,9187,3265.48,3120.02,3130.35,4230.20,1.351,3265.48,1,1,1848,40460,0,1,1,1,42262,4336,1,0,1082392832
115991,9.008,9.002,9.000,9.000,9.000,9.000,0.000,65.04,0.6504,4.126,4.125,65.04,65.04,0.00,0,0,-3.25308,65.04,65.04,0.00,0,0,65.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.03,65.04,-0.01,9.002,9.001,4.123,4.104,0.007,-0.000,0.000,65.04,65,-0.1107,6454,4648.28,3123.74,3130.35,4230.20,1.351,3130.35,0,2,1859,40588,0,1,1,1,42401,4407,1,0,1082392855
116094,8.997,8.997,9.000,9.000,9.000,9.000,0.000,65.12,0.6512,4.129,4.126,65.12,65.12,0.00,0,0,-3.25431,65.12,65.12,0.00,0,0,65.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.16,65.14,0.02,8.997,8.997,4.132,4.131,0.000,-0.000,0.000,65.12,66,-0.4240,9899,3030.61,3032.80,2970.10,4207.64,1.417,3030.61,1,1,1869,40717,0,1,1,1,42539,4438,1,0,1082392938
116200,9.013,9.007,9.000,9.000,9.000,9.000,0.000,65.00,0.6500,4.127,4.126,65.00,65.00,0.00,0,0,-3.25410,65.00,65.00,0.00,0,0,65.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.96,65.00,-0.04,9.007,9.008,4.121,4.051,0.006,0.000,0.000,65.00,65,-0.3424,7462,4020.37,3010.23,2970.10,4207.64,1.417,2970.10,0,2,1880,40842,0,1,1,1,42675,3454,1,0,1082394776
116338,8.991,9.002,9.000,9.000,9.000,9.000,0.000,65.04,0.6504,4.123,4.126,65.04,65.04,0.00,0,0,-3.25315,65.04,65.04,0.00,0,0,65.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.86,64.87,-0.01,9.002,9.003,4.100,4.134,-0.013,-0.000,0.000,65.04,65,0.4819,8049,3727.17,2990.65,2970.10,4207.64,1.417,2970.10,0,2,1894,41065,0,1,1,1,42912,7403,1,0,1082394968
116443,9.016,9.013,9.000,9.000,9.000,9.000,0.000,64.90,0.6490,4.121,4.126,64.90,64.90,0.00,0,0,-3.25249,64.90,64.90,0.00,0,0,64.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.65,64.73,-0.08,9.013,9.015,4.091,4.043,0.003,0.000,0.002,64.90,65,0.3283,9412,3187.42,3026.71,3120.76,4681.14,1.500,3187.42,1,1,1904,41181,0,1,1,1,43038,990,1,0,1082394550
116544,9.016,9.009,9.000,9.000,9.000,9.000,0.000,64.93,0.6493,4.120,4.125,64.93,64.93,0.00,0,0,-3.25215,64.93,64.93,0.00,0,0,64.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.72,64.78,-0.06,9.010,9.011,4.095,4.078,0.007,0.000,0.001,64.93,65,0.2829,7225,4152.25,3060.57,3120.76,4681.14,1.500,3120.76,0,2,1915,41342,0,1,1,1,43209,5974,1,0,1082394017
116685,9.015,9.008,9.000,9.000,9.000,9.000,0.000,64.94,0.6494,4.120,4.125,64.94,64.94,0.00,0,0,-3.25204,64.94,64.94,0.00,0,0,64.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.83,64.88,-0.05,9.008,9.009,4.109,4.077,0.007,0.000,0.001,64.94,65,0.3724,7621,3936.49,3089.94,3120.76,4681.14,1.500,3120.76,0,2,1930,41559,0,1,1,1,43441,5249,1,0,1082393399
116787,9.006,9.005,9.000,9.000,9.000,9.000,0.000,64.97,0.6497,4.119,4.125,64.97,64.97,0.00,0,0,-3.25162,64.97,64.97,0.00,0,0,64.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.87,64.90,-0.03,9.005,9.005,4.110,4.107,0.001,-0.000,0.000,64.97,65,0.3115,6783,4422.82,3119.47,3161.00,5040.51,1.595,3161.00,0,2,1941,41693,0,1,1,1,43585,2094,1,0,1082392650
116887,8.990,8.998,9.000,9.000,9.000,9.000,0.000,65.05,0.6505,4.119,4.124,65.05,65.05,0.00,0,0,-3.25145,65.05,65.05,0.00,0,0,65.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.00,64.99,0.01,8.998,8.997,4.115,4.177,-0.009,-0.000,0.000,65.05,65,0.3024,6589,4553.04,3134.42,3161.00,5040.51,1.595,3161.00,0,2,1952,41831,0,1,1,1,43734,3014,1,0,1082391795
116992,8.994,9.003,9.000,9.000,9.000,9.000,0.000,64.99,0.6499,4.118,4.124,64.99,64.99,0.00,0,0,-3.25102,64.99,64.99,0.00,0,0,64.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.91,64.92,-0.01,9.002,9.002,4.111,4.137,-0.009,-0.000,0.000,64.99,65,0.1719,6311,4753.60,3143.99,3161.00,5040.51,1.595,3161.00,0,2,1963,41977,0,1,1,1,43891,4211,1,0,1082391189
117092,9.015,9.013,9.000,9.000,9.000,9.000,0.000,64.85,0.6485,4.115,4.124,64.85,64.85,0.00,0,0,-3.25027,64.85,64.85,0.00,0,0,64.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.67,64.75,-0.08,9.013,9.014,4.098,4.045,0.002,0.000,0.002,64.85,65,-0.1086,6787,4420.22,3150.11,3161.00,5040.51,1.595,3161.00,0,2,1974,42092,0,1,1,1,44017,4151,1,0,1082390512
117199,9.026,9.015,9.000,9.000,9.000,9.000,0.000,64.82,0.6482,4.114,4.123,64.82,64.82,0.00,0,0,-3.24978,64.82,64.82,0.00,0,0,64.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.64,64.73,-0.09,9.015,9.015,4.097,4.037,0.013,0.000,0.002,64.82,65,-0.3042,6362,4715.50,3167.26,3197.76,4427.67,1.385,3197.76,0,2,1986,42245,0,1,1,1,44181,2903,1,0,1082389659
117337,9.014,9.004,9.000,9.000,9.000,9.000,0.000,64.95,0.6495,4.116,4.123,64.95,64.95,0.00,0,0,-3.24982,64.95,64.95,0.00,0,0,64.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.93,64.95,-0.02,9.004,9.003,4.118,4.117,0.012,-0.000,0.000,64.95,65,-0.2977,6763,4435.90,3182.15,3197.76,4427.67,1.385,3197.76,0,2,2002,42425,0,1,1,1,44377,3378,1,0,1082388733
117441,9.009,9.004,9.000,9.000,9.000,9.000,0.000,64.95,0.6495,4.116,4.122,64.95,64.95,0.00,0,0,-3.24975,64.95,64.95,0.00,0,0,64.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.96,64.98,-0.02,9.004,9.003,4.122,4.110,0.006,-0.000,0.000,64.95,65,-0.3324,7567,3964.58,3187.77,3197.76,4427.67,1.385,3197.76,0,2,2013,42551,0,1,1,1,44514,3152,1,0,1082387568
117543,9.005,9.005,9.000,9.000,9.000,9.000,0.000,64.92,0.6492,4.115,4.122,64.92,64.92,0.00,0,0,-3.24913,64.92,64.92,0.00,0,0,64.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.88,64.91,-0.03,9.005,9.004,4.115,4.103,0.000,-0.000,0.000,64.92,65,0.3692,8189,3663.45,3303.56,3422.94,4434.27,1.295,3422.94,0,2,2024,42708,0,1,1,1,44681,2950,1,0,1082386960
117645,9.006,9.009,9.000,9.000,9.000,9.000,0.000,64.86,0.6486,4.113,4.121,64.86,64.86,0.00,0,0,-3.24848,64.86,64.86,0.00,0,0,64.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.74,64.80,-0.06,9.009,9.009,4.104,4.078,-0.003,0.000,0.001,64.86,65,0.0549,8563,3503.45,3362.64,3422.94,4434.27,1.295,3503.45,1,1,2034,42836,0,1,1,1,44819,2029,1,0,1082385621
117752,9.018,9.009,9.000,9.000,9.000,9.000,0.000,64.86,0.6486,4.113,4.121,64.86,64.86,0.00,0,0,-3.24827,64.86,64.86,0.00,0,0,64.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.78,64.83,-0.05,9.008,9.008,4.108,4.080,0.010,0.000,0.001,64.86,65,-0.0914,9008,3330.37,3365.83,3422.94,4434.27,1.295,3330.37,1,1,2045,42998,0,1,1,1,44992,7997,1,0,1082384754
117852,8.986,8.995,9.000,9.000,9.000,9.000,0.000,65.02,0.6502,4.114,4.121,65.02,65.02,0.00,0,0,-3.24828,65.02,65.02,0.00,0,0,65.02,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.03,65.00,0.03,8.995,8.993,4.119,4.203,-0.010,-0.001,0.000,65.02,65,-0.1617,8183,3666.14,3386.39,3422.94,4434.27,1.295,3422.94,0,2,2054,43106,0,1,1,1,45109,4129,1,0,1082383943
117956,9.000,9.003,9.000,9.000,9.000,9.000,0.000,64.92,0.6492,4.114,4.120,64.92,64.92,0.00,0,0,-3.24801,64.92,64.92,0.00,0,0,64.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.91,64.93,-0.02,9.003,9.003,4.117,4.122,-0.003,0.000,0.000,64.92,65,-0.3479,8065,3719.78,3179.75,2812.39,3856.99,1.371,2812.39,0,2,2064,43218,0,1,1,1,45230,3169,1,0,1082383192
118056,9.019,9.015,9.000,9.000,9.000,9.000,0.000,64.77,0.6477,4.111,4.120,64.77,64.77,0.00,0,0,-3.24727,64.77,64.77,0.00,0,0,64.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.65,64.73,-0.09,9.015,9.016,4.101,4.024,0.005,0.001,0.002,64.77,65,0.2603,6712,4469.61,3047.50,2812.39,3856.99,1.371,2812.39,0,2,2075,43376,0,1,1,1,45399,3521,1,0,1082382499
118157,9.015,9.010,9.000,9.000,9.000,9.000,0.000,64.81,0.6481,4.110,4.119,64.81,64.81,0.00,0,0,-3.24683,64.81,64.81,0.00,0,0,64.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.69,64.75,-0.06,9.010,9.011,4.100,4.071,0.006,0.000,0.001,64.81,65,-0.0350,6704,4474.94,2962.86,2812.39,3856.99,1.371,2812.39,0,2,2086,43528,0,1,1,1,45562,4449,1,0,1082381641
118262,8.986,8.992,9.000,9.000,9.000,9.000,0.000,65.04,0.6504,4.113,4.119,65.04,65.04,0.00,0,0,-3.24714,65.04,65.04,0.00,0,0,65.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.09,65.04,0.05,8.991,8.990,4.123,4.230,-0.006,-0.001,0.001,65.04,65,-0.0321,6753,4442.47,2995.54,3246.65,4869.98,1.500,3246.65,0,2,2097,43681,0,1,1,1,45726,3989,1,0,1082380691
118363,9.006,9.006,9.000,9.000,9.000,9.000,0.000,64.87,0.6487,4.112,4.119,64.87,64.87,0.00,0,0,-3.24683,64.87,64.87,0.00,0,0,64.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.87,64.90,-0.03,9.005,9.005,4.117,4.094,0.001,0.000,0.000,64.87,65,-0.2822,6891,4353.50,3085.94,3246.65,4869.98,1.500,3246.65,0,2,2108,43835,0,1,1,1,45890,2904,1,0,1082379951
118468,9.015,9.010,9.000,9.000,9.000,9.000,0.000,64.81,0.6481,4.111,4.118,64.81,64.81,0.00,0,0,-3.24642,64.81,64.81,0.00,0,0,64.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.76,64.82,-0.06,9.010,9.010,4.110,4.057,0.006,0.000,0.001,64.81,64,0.4193,6446,4654.05,3143.80,3246.65,4869.98,1.500,3246.65,0,2,2119,43967,0,1,1,1,46033,2280,1,0,1082379283
118568,9.015,9.009,9.000,9.000,9.000,9.000,0.000,64.81,0.6481,4.110,4.118,64.81,64.81,0.00,0,0,-3.24607,64.81,64.81,0.00,0,0,64.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.74,64.80,-0.06,9.009,9.010,4.107,4.066,0.007,0.000,0.001,64.81,65,0.1271,7203,4164.93,3180.83,3246.65,4869.98,1.500,3246.65,0,2,2130,44096,0,1,1,1,46173,7203,1,0,1082378559
118670,8.993,9.001,9.000,9.000,9.000,9.000,0.000,64.90,0.6490,4.109,4.117,64.90,64.90,0.00,0,0,-3.24546,64.90,64.90,0.00,0,0,64.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.83,64.83,-0.01,9.001,9.001,4.105,4.155,-0.009,-0.000,0.000,64.90,65,-0.3801,9896,3031.53,3110.29,3039.58,4436.14,1.459,3031.53,1,1,2139,44245,0,1,1,1,46330,5297,1,0,1082377785
118775,9.006,9.004,9.000,9.000,9.000,9.000,0.000,64.86,0.6486,4.109,4.117,64.86,64.86,0.00,0,0,-3.24528,64.86,64.86,0.00,0,0,64.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.82,64.84,-0.02,9.004,9.003,4.110,4.116,0.002,-0.000,0.000,64.86,64,0.3600,10329,2904.44,3057.81,3039.58,4436.14,1.459,2904.44,1,1,2149,44376,0,1,1,1,46471,3344,1,0,1082376428
118875,9.025,9.019,9.000,9.000,9.000,9.000,0.000,64.65,0.6465,4.106,4.116,64.65,64.65,0.00,0,0,-3.24430,64.65,64.65,0.00,0,0,64.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.46,64.58,-0.12,9.020,9.021,4.089,3.986,0.006,0.001,0.004,64.65,65,-0.2482,7261,4131.66,3051.24,3039.58,4436.14,1.459,3039.58,0,2,2160,44501,0,1,1,1,46607,6947,1,0,1082375620
118981,9.000,9.004,9.000,9.000,9.000,9.000,0.000,64.83,0.6483,4.106,4.116,64.83,64.83,0.00,0,0,-3.24390,64.83,64.83,0.00,0,0,64.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.69,64.72,-0.03,9.004,9.004,4.095,4.137,-0.005,-0.000,0.000,64.83,64,0.3531,7187,4174.20,3047.05,3039.58,4436.14,1.459,3039.58,0,2,2170,44646,0,1,1,1,46762,5009,1,0,1082374571
119082,8.981,8.991,9.000,9.000,9.000,9.000,0.000,64.99,0.6499,4.108,4.115,64.99,64.99,0.00,0,0,-3.24402,64.99,64.99,0.00,0,0,64.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.04,64.98,0.06,8.991,8.989,4.120,4.239,-0.011,-0.001,0.001,64.99,65,0.0325,9375,3200.00,3099.46,3122.84,4357.45,1.395,3200.00,1,1,2182,44788,0,1,1,1,46915,9375,1,0,1082373418
119183,9.002,9.004,9.000,9.000,9.000,9.000,0.000,64.82,0.6482,4.107,4.115,64.82,64.82,0.00,0,0,-3.24369,64.82,64.82,0.00,0,0,64.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.83,64.86,-0.03,9.004,9.004,4.114,4.106,-0.002,0.000,0.000,64.82,65,-0.3499,8919,3363.61,3120.22,3122.84,4357.45,1.395,3122.84,0,2,2191,44891,0,1,1,1,47027,4399,1,0,1082372034
119289,9.024,9.018,9.000,9.000,9.000,9.000,0.000,64.64,0.6464,4.105,4.114,64.64,64.64,0.00,0,0,-3.24282,64.64,64.64,0.00,0,0,64.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.51,64.62,-0.11,9.018,9.020,4.095,3.993,0.007,0.001,0.003,64.64,65,0.0290,8003,3748.59,3121.16,3122.84,4357.45,1.395,3122.84,0,2,2202,45041,0,1,1,1,47188,2699,1,0,1082371261
119389,9.015,9.014,9.000,9.000,9.000,9.000,0.000,64.67,0.6467,4.102,4.114,64.67,64.67,0.00,0,0,-3.24203,64.67,64.67,0.00,0,0,64.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.48,64.57,-0.09,9.014,9.015,4.085,4.047,0.001,0.000,0.002,64.67,64,0.3999,6456,4646.84,3121.77,3122.84,4357.45,1.395,3122.84,0,2,2213,45148,0,1,1,1,47306,562,1,0,1082370283
119494,8.990,8.994,9.000,9.000,9.000,9.000,0.000,64.92,0.6492,4.105,4.113,64.92,64.92,0.00,0,0,-3.24227,64.92,64.92,0.00,0,0,64.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.92,64.88,0.04,8.994,8.992,4.111,4.220,-0.004,-0.000,0.000,64.92,65,0.1853,9255,3241.49,3057.31,2942.71,3972.66,1.350,2942.71,0,2,2222,45265,0,1,1,1,47431,1844,1,0,1082369057
119595,9.009,9.008,9.000,9.000,9.000,9.000,0.000,64.73,0.6473,4.104,4.113,64.73,64.73,0.00,0,0,-3.24179,64.73,64.73,0.00,0,0,64.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.68,64.74,-0.05,9.008,9.008,4.104,4.076,0.001,0.000,0.001,64.73,65,-0.3289,6703,4475.61,3016.05,2942.71,3972.66,1.350,2942.71,0,2,2233,45415,0,1,1,1,47592,6139,1,0,1082368057
119696,9.019,9.010,9.000,9.000,9.000,9.000,0.000,64.71,0.6471,4.103,4.112,64.71,64.71,0.00,0,0,-3.24147,64.71,64.71,0.00,0,0,64.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.65,64.72,-0.06,9.010,9.010,4.104,4.057,0.010,0.000,0.001,64.71,65,0.2067,6974,4301.69,2989.65,2942.71,3972.66,1.350,2942.71,0,2,2244,45551,0,1,1,1,47739,1901,1,0,1082367106
119803,9.000,9.000,9.000,9.000,9.000,9.000,0.000,64.82,0.6482,4.105,4.112,64.82,64.82,0.00,0,0,-3.24136,64.82,64.82,0.00,0,0,64.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.88,64.88,-0.00,9.000,8.999,4.118,4.132,0.000,-0.000,0.000,64.82,65,0.3028,7506,3996.80,3115.74,3209.73,4730.13,1.474,3209.73,0,2,2255,45715,0,1,1,1,47913,4298,1,0,1082366182
119939,8.992,8.995,9.000,9.000,9.000,9.000,0.000,64.88,0.6488,4.106,4.111,64.88,64.88,0.00,0,0,-3.24117,64.88,64.88,0.00,0,0,64.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.95,64.92,0.03,8.995,8.994,4.119,4.176,-0.004,-0.000,0.000,64.88,65,-0.3096,6502,4613.96,3161.61,3209.73,4730.13,1.474,3209.73,0,2,2270,45890,0,1,1,1,48103,4462,1,0,1082364306
120044,9.000,9.004,9.000,9.000,9.000,9.000,0.000,64.77,0.6477,4.105,4.111,64.77,64.77,0.00,0,0,-3.24084,64.77,64.77,0.00,0,0,64.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.79,64.81,-0.02,9.004,9.003,4.111,4.099,-0.004,0.000,0.000,64.77,65,0.1935,7787,3852.57,3178.93,3209.73,4730.13,1.474,3209.73,0,2,2281,46077,0,1,1,1,48301,3794,1,0,1082363331
120180,9.015,9.011,9.000,9.000,9.000,9.000,0.000,64.66,0.6466,4.103,4.110,64.66,64.66,0.00,0,0,-3.23976,64.66,64.66,0.00,0,0,64.66,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.56,64.63,-0.07,9.011,9.011,4.095,4.041,0.004,0.000,0.001,64.66,65,-0.4003,6416,4675.81,3244.73,3425.12,4699.58,1.372,3425.12,0,2,2298,46286,0,1,1,1,48527,1158,1,0,1082362727
120287,8.996,9.005,9.000,9.000,9.000,9.000,0.000,64.72,0.6472,4.101,4.109,64.72,64.72,0.00,0,0,-3.23915,64.72,64.72,0.00,0,0,64.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.59,64.62,-0.03,9.005,9.005,4.089,4.114,-0.010,-0.000,0.000,64.72,65,-0.0722,6481,4628.92,3309.67,3425.12,4699.58,1.372,3425.12,0,2,2309,46435,0,1,1,1,48686,3989,1,0,1082360691
120388,9.018,9.010,9.000,9.000,9.000,9.000,0.000,64.65,0.6465,4.100,4.109,64.65,64.65,0.00,0,0,-3.23879,64.65,64.65,0.00,0,0,64.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.53,64.59,-0.06,9.010,9.010,4.091,4.059,0.008,0.000,0.001,64.65,64,0.3402,6784,4422.17,3351.24,3425.12,4699.58,1.372,3425.12,0,2,2321,46564,0,1,1,1,48827,1663,1,0,1082359726
120533,9.014,9.006,9.000,9.000,9.000,9.000,0.000,64.71,0.6471,4.101,4.108,64.71,64.71,0.00,0,0,-3.23872,64.71,64.71,0.00,0,0,64.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.69,64.72,-0.03,9.005,9.005,4.104,4.088,0.009,0.000,0.000,64.71,65,-0.3594,6235,4811.55,3387.29,3425.12,4699.58,1.372,3425.12,0,2,2335,46787,0,1,1,1,49064,1677,1,0,1082358805
120633,9.004,9.005,9.000,9.000,9.000,9.000,0.000,64.71,0.6471,4.101,4.108,64.71,64.71,0.00,0,0,-3.23840,64.71,64.71,0.00,0,0,64.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.68,64.70,-0.03,9.005,9.004,4.102,4.098,-0.001,0.000,0.000,64.71,65,0.0502,7012,4278.38,3293.55,3126.91,4290.41,1.372,3126.91,0,2,2346,46939,0,1,1,1,49226,5659,1,0,1082357649
120735,9.015,9.012,9.000,9.000,9.000,9.000,0.000,64.62,0.6462,4.099,4.108,64.62,64.62,0.00,0,0,-3.23781,64.62,64.62,0.00,0,0,64.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.51,64.58,-0.07,9.012,9.012,4.092,4.040,0.004,0.000,0.001,64.62,64,0.3341,7322,4097.24,3233.56,3126.91,4290.41,1.372,3126.91,0,2,2356,47073,0,1,1,1,49370,5613,1,0,1082356888
120842,9.016,9.014,9.000,9.000,9.000,9.000,0.000,64.57,0.6457,4.097,4.107,64.57,64.57,0.00,0,0,-3.23702,64.57,64.57,0.00,0,0,64.57,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.39,64.47,-0.09,9.014,9.015,4.080,4.031,0.002,0.000,0.002,64.57,65,-0.4926,10371,2892.68,3195.17,3126.91,4290.41,1.372,3126.91,0,2,2368,47234,0,1,1,1,49543,5436,1,0,1082356020
